Catégorie;Emoji;Nom;Adresse;Note;Latitude;Longitude;Nb Avis;Téléphone;Horaires / Notes
pharmacie;💊;Pharmacie Boutasra صيدلية بوتاسرا;AGADIR;;30.3958719;-9.5737957;;;
pharmacie;💊;Pharmacie Les Parents صيدلية الوالدين;Agadir;;30.4087537;-9.570152;;;
pharmacie;💊;Pharmacie Azmi صيدلية عزمي;Agadir;;30.4104154;-9.5728841;;;
pharmacie;💊;Pharmacie Nour Al Farah 3 صيدلية نور الفرح;Agadir;;30.400773;-9.5620105;;;
pharmacie;💊;Pharmacie Extension Dakhla صيدلية نطاق الداخلة;Agadir;;30.4052274;-9.557644;;;
pharmacie;💊;Pharmacie Diet صيدلية دايت;Agadir;;30.4089448;-9.5602012;;;
sante;🏥;pratic fatima;Boulevard Hassan I;;30.4123849;-9.5647443;;;
transport;🚌;Place Al Wid;;;30.4059802;-9.5522294;;;
transport;🚌;Al Fadia;;;30.4119417;-9.5639188;;;
transport;🚌;Hassan I;;;30.4100751;-9.5602015;;;
transport;🚌;Dakhla;;;30.4078242;-9.5556724;;;
cafe;☕;Cafe Rayan;;;30.3990293;-9.5510911;;;
magasin;🛒;Superette Atlas;;;30.3977166;-9.557278;;;
magasin;🛒;Marjane;Route d'Inzegane, Ben Sergaou;;30.3942721;-9.5810331;;+212 5 29 90 10 00;Mo-Su 09:00-22:00
ecole;🎓;Collège Abdel Ali Benchekroun;AGADIR;;30.393162;-9.5706228;;;
ecole;🎓;Ecole Primaire Al-Matar;;;30.3884994;-9.5722939;;;
ecole;🎓;Ecole National des Sciences Appliquées;;;30.4065352;-9.5790016;;;
ecole;🎓;Annexe cité universitaire;;;30.4056156;-9.5784218;;;
cafe;☕;Restaurant universitaire;;;30.4060581;-9.5791735;;;
ecole;🎓;Institution Blaise Pascal;;;30.4055744;-9.5803185;;;
ecole;🎓;OFPPT Hotelerie et Restauration, Agadir;;;30.4044692;-9.5712199;;;
ecole;🎓;Ecole Nationale de Commerce et de Gestion المدرسة الوطنية للتجارة و التسيير;Agadir;;30.4022003;-9.5551831;;;
loisir;🌿;Jardin Ibn Khaldoun;;;30.3899903;-9.5751227;;;
mosquee;🕌;Tadwart;;;30.3877783;-9.5695369;;;
mosquee;🕌;mosquée Omar Iben Alkhattab;;;30.4069045;-9.5567186;;;
sante;🏥;Clinic Ibn Sina;Boulevard Hassan I;;30.4116529;-9.5627573;;;24/7
loisir;🌿;Park Salam;;;30.4043416;-9.5548817;;;
loisir;🌿;Bustan park;;;30.405051;-9.5516177;;;
ecole;🎓;Ecole Privée Mounib;;;30.4054928;-9.5563148;;;
ecole;🎓;Collège Ahmed Chawqi;;;30.4078971;-9.5618501;;;
ecole;🎓;école lwahda;;;30.388649;-9.5659067;;;
ecole;🎓;École Atahir Ifrani;;;30.3902536;-9.572065;;;
ecole;🎓;Lycée aby laabass sebty;;;30.3952823;-9.5637998;;;
ecole;🎓;Lycée Badre;;;30.3925591;-9.5568153;;;
ecole;🎓;college ibn tofail;;;30.3903357;-9.5558283;;;
ecole;🎓;مدرسة الكرسيفي;;;30.3909303;-9.5601346;;;
ecole;🎓;école Al Massira;;;30.408391;-9.5662627;;;
ecole;🎓;Ecole AL MAGHRIB AL KABIR;;;30.4120714;-9.5665131;;;
ecole;🎓;Ecole AL FARABI;;;30.3944939;-9.5728898;;;
ecole;🎓;Ecole AL FARAH;;;30.3968884;-9.5542706;;;
loisir;🌿;Assalam Football Field;;;30.3993216;-9.5500122;;;
